Data,dias,data,NO3,NH4,EPSA,Tsolo,Tirrig,Precp,Tmed,UR med,Vento,Insol,Rad,Evap,N2O
,258,27,17.05,5.77,54.41,22.20,46,0.00,22.60,75.20,0.90,4.60,15.10,3.30,5.57
,258,27,18.20,6.75,65.25,22.00,75,0.00,22.60,75.20,0.90,4.60,15.10,3.30,4.92
,258,27,24.52,6.52,54.91,22.50,75,0.00,22.60,75.20,0.90,4.60,15.10,3.30,7.61
,258,27,15.45,4.73,63.24,21.87,75,0.00,22.60,75.20,0.90,4.60,15.10,3.30,4.74
28/03/2016,262,28,39.44,2.20,68.91,26.90,0,0.00,24.40,62.30,2.30,10.50,24.40,5.40,23.75
,262,28,64.13,2.19,64.67,26.90,0,0.00,24.40,62.30,2.30,10.50,24.40,5.40,25.38
,262,28,64.97,3.76,85.18,26.90,0,0.00,24.40,62.30,2.30,10.50,24.40,5.40,-88.84
,262,28,32.65,2.63,60.80,26.90,17,0.00,24.40,62.30,2.30,10.50,24.40,5.40,8.33
,262,28,56.62,2.90,55.38,26.90,17,0.00,24.40,62.30,2.30,10.50,24.40,5.40,-44.21
,262,28,46.23,3.77,66.45,26.90,17,0.00,24.40,62.30,2.30,10.50,24.40,5.40,-44.21
,262,28,20.23,2.21,69.97,26.90,46,0.00,24.40,62.30,2.30,10.50,24.40,5.40,43.26
,262,28,38.21,3.00,59.93,26.90,46,0.00,24.40,62.30,2.30,10.50,24.40,5.40,91.58
,262,28,23.98,2.38,16.29,26.90,46,0.00,24.40,62.30,2.30,10.50,24.40,5.40,0.96
,262,28,60.25,2.89,67.37,26.90,75,0.00,24.40,62.30,2.30,10.50,24.40,5.40,3.28
,262,28,56.40,3.38,58.32,26.90,75,0.00,24.40,62.30,2.30,10.50,24.40,5.40,144.12
,262,28,18.90,3.32,61.07,26.90,75,0.00,24.40,62.30,2.30,10.50,24.40,5.40,-1.09
08/04/2016,273,29,51.81,4.90,53.40,23.17,0,0.00,24.30,58.60,0.80,8.60,19.40,4.00,-4.90
,273,29,37.23,7.19,64.20,22.50,0,0.00,24.30,58.60,0.80,8.60,19.40,4.00,67.47
,273,29,67.21,10.14,51.76,23.30,0,0.00,24.30,58.60,0.80,8.60,19.40,4.00,-7.35
,273,29,30.21,5.19,46.09,22.03,17,0.00,24.30,58.60,0.80,8.60,19.40,4.00,2.14
,273,29,25.75,9.76,58.27,22.33,17,0.00,24.30,58.60,0.80,8.60,19.40,4.00,13.91
,273,29,9.51,6.64,49.17,22.70,17,0.00,24.30,58.60,0.80,8.60,19.40,4.00,13.91
,273,29,27.34,4.84,48.76,26.47,46,0.00,24.30,58.60,0.80,8.60,19.40,4.00,-254.90
,273,29,21.77,5.92,49.97,22.50,46,0.00,24.30,58.60,0.80,8.60,19.40,4.00,0.11
,273,29,31.43,6.35,48.61,23.43,46,0.00,24.30,58.60,0.80,8.60,19.40,4.00,1.06
,273,29,15.85,8.35,50.36,24.50,75,0.00,24.30,58.60,0.80,8.60,19.40,4.00,-49.55
,273,29,43.36,8.33,46.27,22.33,75,0.00,24.30,58.60,0.80,8.60,19.40,4.00,-60.53
,273,29,29.56,5.36,40.82,24.27,75,0.00,24.30,58.60,0.80,8.60,19.40,4.00,3.05
13/04/2016,278,30,14.91,7.05,51.16,26.60,0,0.00,23.80,58.90,2.20,10.20,20.00,4.80,-12.65
,278,30,11.83,7.20,55.22,26.60,0,0.00,23.80,58.90,2.20,10.20,20.00,4.80,66.93
,278,30,16.30,6.88,47.26,26.60,0,0.00,23.80,58.90,2.20,10.20,20.00,4.80,-22.06
,278,30,23.41,7.10,55.95,26.60,17,0.00,23.80,58.90,2.20,10.20,20.00,4.80,17.47
,278,30,5.01,4.14,48.57,26.60,17,0.00,23.80,58.90,2.20,10.20,20.00,4.80,14.42
,278,30,7.30,14.35,53.08,26.60,17,0.00,23.80,58.90,2.20,10.20,20.00,4.80,14.42
,278,30,6.77,9.04,59.97,26.60,46,0.00,23.80,58.90,2.20,10.20,20.00,4.80,-8.63
,278,30,4.97,5.66,47.71,26.60,46,0.00,23.80,58.90,2.20,10.20,20.00,4.80,53.87
,278,30,4.37,6.62,49.95,26.60,46,0.00,23.80,58.90,2.20,10.20,20.00,4.80,-1.85
,278,30,17.16,6.45,51.91,26.60,75,0.00,23.80,58.90,2.20,10.20,20.00,4.80,46.55
,278,30,9.27,9.14,49.88,26.60,75,0.00,23.80,58.90,2.20,10.20,20.00,4.80,13.16
,278,30,7.34,10.76,49.40,26.60,75,0.00,23.80,58.90,2.20,10.20,20.00,4.80,16.24
